userId,name,brand,rating
17,the noir 29,le labo,3.0
17,rose jam,rush,5.0
18,inlé,memo paris,5.0
18,orphéon,diptyque,5.0
18,angels' share,by kilian,4.0
18,jasmin 17,le labo,3.0
18,baccarat rouge 540,maison francis kurkdjian,5.0
18,tacit,aesop,3.0
18,l'eau d'hiver,frederic malle,4.0
18,musc ravageur,frederic malle,2.0
18,portrait of a lady,frederic malle,3.0
18,un jardin apres la mousson,hermès,5.0
19,libre,yves saint laurent,2.0
19,oh lola!,marc jacobs,5.0
19,peng lai,parfums berdoues,5.0
19,inlé,memo paris,5.0
19,bombshell,dani mackenzie,5.0
19,venice beach,parfums berdoues,4.0
19,somei yoshino,parfums berdoues,3.0
19,angeli di firenze,santa maria novella,4.0
19,j'adore,christian dior,4.0
19,luna,penhaligon's,4.0
19,ellenisia,penhaligon's,5.0
19,elisabethan rose 2018,penhaligon's,5.0
19,cinquanta,santa maria novella,4.0
19,creed aventus for her,creed,2.0
19,fresia,santa maria novella,3.0
19,melograno,santa maria novella,2.0
19,rosa,santa maria novella,3.0
19,black orchid,tom ford,5.0
19,velvet orchid,tom ford,5.0
19,rose prick,tom ford,4.0
20,l’ile au thé,annick goutal,4.0
20,wild bluebell,jomalone,5.0
20,english pear & fressia,jomalone,5.0
20,eau rose eau de toilette,diptyque,4.0
20,paul smith rose,paul smith,3.0
20,ellenisia,penhaligon's,3.0
20,miss dior blooming bouquet,christian dior,3.0
20,petite cherie,annick goutal,3.0
20,creed acqua fiorentina,creed,4.0
20,burberry brit sheer,burberry,5.0
20,daisy dream,marc jacobs,3.0
21,pleasures,estée lauder,5.0
21,espoir - hope,ajne,5.0
21,gransenbon,givenchy,5.0
21,green tea,elizabeth arden,5.0
21,heiress,paris hilton,4.0
21,chloe eau de parfum,chloé,5.0
21,angeli di firenze,santa maria novella,5.0
21,chance eau tendre eau de parfum,chanel,5.0
21,blue glow by jlo,jennifer lopez,5.0
21,fresia,santa maria novella,5.0
21,lolita lempicka,lolita lempicka,2.0
21,izia la nuit,sisley,3.0
22,amazing grace,philosophy,5.0
22,amazing grace ballet rose,philosophy,3.0
22,peony & blushsuede,jomalone,4.0
22,baby,tous,3.0
22,gucci bloom,gucci,5.0
22,mon paris,yves saint laurent,4.0
22,replica lazy sunday morning,maison margiela,4.0
22,angeli di firenze,santa maria novella,5.0
22,rumeur 2 rose,lanvin,3.0
23,blackberry & bay,jomalone,2.0
23,un jardin sur le nil,hermès,5.0
23,fleur de peau,diptyque,5.0
23,a la rose,maison francis kurkdjian,4.0
23,red roses,jomalone,4.0
23,eau de rhubarbe ecarlate,hermès,2.0
23,twilly d’hermès,hermès,4.0
23,do son,diptyque,1.0
23,portrait of a lady,frederic malle,1.0
23,misia eau de parfum,chanel,3.0
23,eau des sens,diptyque,3.0
23,eau de magnolia,frederic malle,3.0
23,le jardin de monsieur li,hermès,2.0
24,lost cherry,tom ford,4.0
24,inflorescence,byredo,3.0
24,waterlily cologne,jomalone,2.0
24,philosykos,diptyque,3.0
24,ikat jasmine,aerin lauder,3.0
24,tamarindo,memo paris,5.0
24,eau triple venus de milo,buly 1803,4.0
24,chloe eau de parfum,chloé,4.0
24,cherry musk,ramon monegal,3.0
24,white flowers,creed,5.0
25,eau des merveilles,hermès,5.0
25,wild bluebell,jomalone,5.0
25,english pear & fressia,jomalone,5.0
25,l'imperatrice limited edition,dolce&gabbana,5.0
25,vanille,solinotes,5.0
25,the blanc,solinotes,5.0
25,cotton blossom,solinotes,4.0
25,marc jacobs splash rain,marc jacobs,5.0
25,dolce peony,dolce&gabbana,3.0
25,dolce peony,dolce&gabbana,4.0
25,cool cotton,clean,5.0
25,skin & vanilla eau fraiche,clean,2.0
25,white shirts,loe,5.0
25,omnia paraiba,bvlgari,2.0
25,white musk l'eau,the body shop,4.0
25,cloud,ariana grande,2.0
25,marry me,lanvin,3.0
25,rose,solinotes,2.0
25,ferrari light essence,ferrari,3.0
25,blackberry & bay,jomalone,5.0
26,eau capitale eau de parfum,diptyque,5.0
26,do son eau de parfum,diptyque,4.0
26,l'ombre dans l'eau eau de toilette,diptyque,5.0
26,eau des sens eau de toilette,diptyque,4.0
26,eau duelle eau de toilette,diptyque,5.0
26,eau moheli eau de toilette,diptyque,5.0
26,orpheon,diptyque,2.0
26,volutes eau de parfum,diptyque,5.0
26,ofrésia eau de toilette,diptyque,4.0
26,tam dao eau de parfum,diptyque,2.0
26,oyedo,diptyque,2.0
26,l'eau de neroli,diptyque,4.0
26,oud wood,tom ford,3.0
26,lost cherry,tom ford,5.0
26,black orchid,tom ford,5.0
26,velve orchid,tom ford,4.0
26,white suede,tom ford,5.0
26,grey vetiver,tom ford,4.0
26,bitter peach,tom ford,4.0
26,blanche,byredo,3.0
27,eau des sens eau de toilette,diptyque,3.0
27,do son eau de parfum,diptyque,2.0
27,tam dao eau de parfum,diptyque,4.0
27,cool cotton,clean,3.0
27,wood sage & sea salt,jomalone,4.0
27,ck one,calvin klein,4.0
27,flowerhead,byredo,3.0
27,creed green neroli,creed,4.0
27,fucking fabulous,tom ford,2.0
27,gypsy water,byredo,4.0
27,blanche,byredo,3.0
28,blue glow by jlo,jennifer lopez,5.0
28,do son eau de parfum,diptyque,5.0
28,chloe eau de perfume,chloé,4.0
28,grapefruit,jomalone,4.0
28,eclat d’arpège,lanvin ,4.0
28,incanto charms,salvatore ferragamo,3.0
28,mojave ghost,byredo,5.0
28,still,jennifer lopez,3.0
28,lolita lempicka,lolita lempicka,4.0
28,red rose,jomalone,4.0
28,cloud,ariana grande,3.0
28,miss dior eau de toilette,christian dior,5.0
28,miracle,lancome,5.0
28,princess,vera wang,5.0
28,daisy,marc jacobs,3.0
29,crush,rihanna,5.0
29,chloe eau de parfum,chloé,4.0
29,rose goldea,bvlgari,4.0
30,l'eau par kenzo pour homme,kenzo,4.0
30,ck one,calvin klein,3.0
30,ck one gold,calvin klein,5.0
30,artisan,john varvatos,5.0
30,francois charles,rance 1795,3.0
30,ferrari black,ferrari,1.0
30,light blue,dolce&gabbana,5.0
31,omnia coral,bvlgari,5.0
31,burberry brit sheer,burberry,4.0
31,chloe eau de parfum,chloé,3.0
31,blossom,jimmy choo,5.0
31,bright crystal,versace,3.0
31,princess,vera wang,3.0
32,melograno,santa maria novella,5.0
32,chanel no 5 eau de parfum,chanel,5.0
32,coco noir,chanel,4.0
32,j'adore,christian dior,3.0
32,jasmin noir eau de toilette,bvlgari,2.0
32,red roses,jomalone,3.0
33,eclat d’arpège,lanvin,5.0
33,light blue,dolce&gabbana,5.0
33,wood sage & sea salt,jomalone,5.0
33,kenzo pour homme,kenzo,4.0
33,artisan,john varvatos,4.0
33,artisan blu,john varvatos,3.0
33,warm cotton,clean,5.0
33,light blue,dolce&gabbana,4.0
33,coco mademoiselle,chanel,4.0
33,blanche,byredo,4.0
33,chance eau de toilette,chanel,4.0
34,le jardin de monsieur li,hermès,5.0
34,bright crystal,versace,3.0
34,incanto charms,salvatore ferragamo,5.0
34,blackberry & bay,jomalone,3.0
34,english pear & fressia,jomalone,5.0
34,do son eau de toilette,diptyque,4.0
34,daisy,marc jacobs,4.0
34,dior addict 2 eau fraiche,christian dior,4.0
34,bombshell,dani mackenzie,5.0
34,viva la juicy,juicy couture,4.0
35,l'ombre dans l'eau eau de toilette,diptyque,5.0
35,blanche,byredo,4.0
35,rose of no man's land,byredo,5.0
35,vetyverio eau de toilette,diptyque,4.0
35,do son eau de toilette,diptyque,1.0
35,tam dao eau de toilette,diptyque,3.0
35,geranium odorata eau de toilette,diptyque,5.0
35,pansy,lush,5.0
35,oud,maison francis kurkdjian,2.0
35,jasmin 17,le labo,5.0
35,rose 31,le labo,4.0
35,tacit,aesop,3.0
35,bergamote 22,le labo,3.0
35,lime basil & mandarin,jomalone,5.0
35,wood sage & sea salt,jomalone,3.0
35,eau triple lichen d'ecosse,buly 1803,5.0
35,a la rose,maison francis kurkdjian,5.0
35,fresia,santa maria novella,3.0
35,luna,penhaligon's,4.0
35,rose pompon eau de toilette,annick goutal,3.0
36,jazz club,maison margiela,3.0
36,tacit,aesop,5.0
36,hwyl,aesop,3.0
36,touch for men,burberry,5.0
36,dirty,lush,5.0
36,blanche,byredo,2.0
36,tam dao eau de toilette,diptyque,5.0
37,miss dior blooming bouquet,christian dior,4.0
37,tam dao eau de toilette,diptyque,4.0
37,english pear & fressia,jomalone,5.0
37,blackberry & bay,jomalone,2.0
38,blanche,byredo,4.0
38,ck one,calvin klein,5.0
38,jazz club,maison margiela,3.0
38,warm cotton,clean,4.0
38,ferrari light essence,ferrari,3.0
38,tam dao eau de toilette,diptyque,4.0
